load	vo2	co2
300	1164	1130
300	1397	1354
300	1983	1631
300	2661	2043
320	2993	2327
320	2951	2465
320	3100	2642
320	3229	2857
340	3490	3176
340	3385	3188
340	3478	3323
340	3623	3503
360	3650	3581
360	3695	3699
360	3762	3808
360	3833	3901
380	3882	4038
380	3929	4128
380	4007	4238
380	4065	4307
400	4228	4617
400	4281	4730
400	4309	4793
400	4358	4958
420	4378	5006
420	4489	5265
420	4436	5198
420	4424	5061
440	3755	4416
